title,link
importexport,https://datascience4psych.github.io/DataScience4Psych/import-export.html
importingdata,https://datascience4psych.github.io/DataScience4Psych/importing-data.html
index,https://datascience4psych.github.io/DataScience4Psych/index.html
lab01,https://datascience4psych.github.io/DataScience4Psych/lab01.html
lab01aloha,https://datascience4psych.github.io/DataScience4Psych/lab01aloha.html
lab01execercise,https://datascience4psych.github.io/DataScience4Psych/lab01execercise.html
lab02,https://datascience4psych.github.io/DataScience4Psych/lab02.html
lab03,https://datascience4psych.github.io/DataScience4Psych/lab03.html
lab04,https://datascience4psych.github.io/DataScience4Psych/lab04.html
lab05,https://datascience4psych.github.io/DataScience4Psych/lab05.html
lab06,https://datascience4psych.github.io/DataScience4Psych/lab06.html
lab07,https://datascience4psych.github.io/DataScience4Psych/lab07.html
lab08,https://datascience4psych.github.io/DataScience4Psych/lab08.html
lab09,https://datascience4psych.github.io/DataScience4Psych/lab09.html
lab09alt,https://datascience4psych.github.io/DataScience4Psych/lab09alt.html
lab10,https://datascience4psych.github.io/DataScience4Psych/lab10.html
lab100,https://datascience4psych.github.io/DataScience4Psych/lab100.html
lab11,https://datascience4psych.github.io/DataScience4Psych/lab11.html
lab12,https://datascience4psych.github.io/DataScience4Psych/lab12.html
lab13,https://datascience4psych.github.io/DataScience4Psych/lab13.html
labmoney,https://datascience4psych.github.io/DataScience4Psych/labmoney.html
languageofmodels,https://datascience4psych.github.io/DataScience4Psych/language-of-models.html
lectureapplicationsoflargelanguagemodelsindatascience,https://datascience4psych.github.io/DataScience4Psych/lecture-applications-of-large-language-models-in-data-science.html
lectureautomation,https://datascience4psych.github.io/DataScience4Psych/lecture-automation.html
lecturecrossvalidation,https://datascience4psych.github.io/DataScience4Psych/lecture-cross-validation.html
lecturefunctions,https://datascience4psych.github.io/DataScience4Psych/lecture-functions.html
lecturegettingstartedwithsimulatingdatainr,https://datascience4psych.github.io/DataScience4Psych/lecture-getting-started-with-simulating-data-in-r.html
lecturegrammarofdatawrangling,https://datascience4psych.github.io/DataScience4Psych/lecture-grammar-of-data-wrangling.html
lecturemeetourtoolbox,https://datascience4psych.github.io/DataScience4Psych/lecture-meet-our-toolbox.html
lectureoverfitting,https://datascience4psych.github.io/DataScience4Psych/lecture-overfitting.html
lecturescrapingtheweb,https://datascience4psych.github.io/DataScience4Psych/lecture-scraping-the-web.html
lecturethoughtfulworkflow,https://datascience4psych.github.io/DataScience4Psych/lecture-thoughtful-workflow.html
lecturetidydata,https://datascience4psych.github.io/DataScience4Psych/lecture-tidy-data.html
lecturewhatarelargelanguagemodels,https://datascience4psych.github.io/DataScience4Psych/lecture-what-are-large-language-models.html
license,https://datascience4psych.github.io/DataScience4Psych/license.html
mediawithoutahomeyet,https://datascience4psych.github.io/DataScience4Psych/media-without-a-home-yet.html
merges,https://datascience4psych.github.io/DataScience4Psych/merges.html
mod06,https://datascience4psych.github.io/DataScience4Psych/mod06.html
modelingwithmultiplepredictors,https://datascience4psych.github.io/DataScience4Psych/modeling-with-multiple-predictors.html
modelswithfoo,https://datascience4psych.github.io/DataScience4Psych/models-with-foo.html
naturallanguageprocessing,https://datascience4psych.github.io/DataScience4Psych/natural-language-processing.html
neuralnetworks,https://datascience4psych.github.io/DataScience4Psych/neural-networks.html
notesonhypothesistesting,https://datascience4psych.github.io/DataScience4Psych/notes-on-hypothesis-testing.html
notesonlogisticregression,https://datascience4psych.github.io/DataScience4Psych/notes-on-logistic-regression.html
odddatatransformationsandtukeysladderofpowers,https://datascience4psych.github.io/DataScience4Psych/odd-data-transformations-and-tukeys-ladder-of-powers.html
odddesignchoicesindatavisualization,https://datascience4psych.github.io/DataScience4Psych/odd-design-choices-in-data-visualization.html
oddnotesoncrossvalidation,https://datascience4psych.github.io/DataScience4Psych/odd-notes-on-cross-validation.html
parameterizedreports,https://datascience4psych.github.io/DataScience4Psych/parameterized-reports.html
plotsbehavingbadlylessonsindatamisrepresentation,https://datascience4psych.github.io/DataScience4Psych/plots-behaving-badly-lessons-in-data-misrepresentation.html
practicaladvicefromthedataprofessor,https://datascience4psych.github.io/DataScience4Psych/practical-advice-from-the-data-professor.html
quantifyinguncertainty,https://datascience4psych.github.io/DataScience4Psych/quantifying-uncertainty.html
quickhappygit,https://datascience4psych.github.io/DataScience4Psych/quickhappygit.html
rcommands,https://datascience4psych.github.io/DataScience4Psych/r-commands.html
r_basics,https://datascience4psych.github.io/DataScience4Psych/r_basics.html
references,https://datascience4psych.github.io/DataScience4Psych/references.html
rshinyoverview,https://datascience4psych.github.io/DataScience4Psych/rshiny-overview.html
rshiny,https://datascience4psych.github.io/DataScience4Psych/rshiny.html
savefigs,https://datascience4psych.github.io/DataScience4Psych/save-figs.html
scientificstudiesandconfounding,https://datascience4psych.github.io/DataScience4Psych/scientific-studies-and-confounding.html
secrets,https://datascience4psych.github.io/DataScience4Psych/secrets.html
shinyoverview,https://datascience4psych.github.io/DataScience4Psych/shiny-overview.html
shinyresources,https://datascience4psych.github.io/DataScience4Psych/shiny-resources.html
shorthappygit,https://datascience4psych.github.io/DataScience4Psych/shorthappygit.html
sitemap,https://datascience4psych.github.io/DataScience4Psych/sitemap.html
societyandai,https://datascience4psych.github.io/DataScience4Psych/society-and-ai.html
specialtopicsmachinelearn,https://datascience4psych.github.io/DataScience4Psych/special-topics-machine-learn.html
specialtopicsreproduciblereports,https://datascience4psych.github.io/DataScience4Psych/special-topics-reproducible-reports.html
starwarsactivity,https://datascience4psych.github.io/DataScience4Psych/star-wars-activity.html
testonunexpectedinputs,https://datascience4psych.github.io/DataScience4Psych/test-on-unexpected-inputs.html
thoughtsfromhadleywickhamontidyverse,https://datascience4psych.github.io/DataScience4Psych/thoughts-from-hadley-wickham-on-tidyverse.html
visualizingcategoricaldata,https://datascience4psych.github.io/DataScience4Psych/visualizing-categorical-data.html
visualizingdatawithggplot2,https://datascience4psych.github.io/DataScience4Psych/visualizing-data-with-ggplot2.html
visualizingnumericaldata,https://datascience4psych.github.io/DataScience4Psych/visualizing-numerical-data.html
welcometobaserandsimulatingdata,https://datascience4psych.github.io/DataScience4Psych/welcome-to-base-r-and-simulating-data.html
welcometodataandethics,https://datascience4psych.github.io/DataScience4Psych/welcome-to-data-and-ethics.html
welcometodataandvisualization,https://datascience4psych.github.io/DataScience4Psych/welcome-to-data-and-visualization.html
welcometodatadivingwithtypes,https://datascience4psych.github.io/DataScience4Psych/welcome-to-data-diving-with-types.html
welcometodatascience,https://datascience4psych.github.io/DataScience4Psych/welcome-to-data-science.html
welcometofunctionsandautomation,https://datascience4psych.github.io/DataScience4Psych/welcome-to-functions-and-automation.html
welcometolargelanguagemodels,https://datascience4psych.github.io/DataScience4Psych/welcome-to-large-language-models.html
welcometomodelingthetidyway,https://datascience4psych.github.io/DataScience4Psych/welcome-to-modeling-the-tidy-way.html
welcometooverfittingandcrossvalidation,https://datascience4psych.github.io/DataScience4Psych/welcome-to-overfitting-and-cross-validation.html
welcometoquantifyinguncertainty,https://datascience4psych.github.io/DataScience4Psych/welcome-to-quantifying-uncertainty.html
welcometothetidyverse,https://datascience4psych.github.io/DataScience4Psych/welcome-to-the-tidyverse.html
welcometotipsforeffectivedatavisualization,https://datascience4psych.github.io/DataScience4Psych/welcome-to-tips-for-effective-data-visualization.html
welcometowebscraping,https://datascience4psych.github.io/DataScience4Psych/welcome-to-web-scraping.html
whatisdatascience,https://datascience4psych.github.io/DataScience4Psych/what-is-data-science.html
workingwithmultipledataframes,https://datascience4psych.github.io/DataScience4Psych/working-with-multiple-data-frames.html
workingwithopenaisapi,https://datascience4psych.github.io/DataScience4Psych/working-with-openais-api.html
d00_slide,https://datascience4psych.github.io/slides/00_ASU/d00_slide.html
data_science_psych_slidy,https://datascience4psych.github.io/slides/alt/data_science_psych_slidy.html
ioslides,https://datascience4psych.github.io/slides/alt/ioslides.html
slidy,https://datascience4psych.github.io/slides/alt/slidy.html
d00_aps,https://datascience4psych.github.io/slides/d00_APS/d00_aps.html
d00_teaser,https://datascience4psych.github.io/slides/d00_APS/d00_teaser.html
d00_closers,https://datascience4psych.github.io/slides/d00_template/d00_closers.html
d00_code,https://datascience4psych.github.io/slides/d00_template/d00_code.html
d00_content,https://datascience4psych.github.io/slides/d00_template/d00_content.html
d00_interactive,https://datascience4psych.github.io/slides/d00_template/d00_interactive.html
d00_openers,https://datascience4psych.github.io/slides/d00_template/d00_openers.html
d00_slide,https://datascience4psych.github.io/slides/d00_template/d00_slide.html
d00_visuals,https://datascience4psych.github.io/slides/d00_template/d00_visuals.html
d011_AI,https://datascience4psych.github.io/slides/d01.1_AI/d01.1_AI.html
d01_welcome,https://datascience4psych.github.io/slides/d01_welcome/d01_welcome.html
d02_toolkit,https://datascience4psych.github.io/slides/d02_toolkit/d02_toolkit.html
d03_dataviz,https://datascience4psych.github.io/slides/d03_dataviz/d03_dataviz.html
d04_ggplot2,https://datascience4psych.github.io/slides/d04_ggplot2/d04_ggplot2.html
d05_viznum,https://datascience4psych.github.io/slides/d05_viznum/d05_viznum.html
d06_vizcat,https://datascience4psych.github.io/slides/d06_vizcat/d06_vizcat.html
d07_tidy,https://datascience4psych.github.io/slides/d07_tidy/d07_tidy.html
d08_grammar,https://datascience4psych.github.io/slides/d08_grammar/d08_grammar.html
d09_wrangle,https://datascience4psych.github.io/slides/d09_wrangle/d09_wrangle.html
d10_dfs,https://datascience4psych.github.io/slides/d10_dfs/d10_dfs.html
d11_types,https://datascience4psych.github.io/slides/d11_types/d11_types.html
d12_import,https://datascience4psych.github.io/slides/d12_import/d12_import.html
d13_goodviz,https://datascience4psych.github.io/slides/d13_goodviz/d13_goodviz.html
d13b_moreggplot,https://datascience4psych.github.io/slides/d13_goodviz/d13b_moreggplot.html
d14_confound,https://datascience4psych.github.io/slides/d14_confound/d14_confound.html
d15_goodtalk,https://datascience4psych.github.io/slides/d15_goodtalk/d15_goodtalk.html
d16_webscraping,https://datascience4psych.github.io/slides/d16_webscraping/d16_webscraping.html
d17_functions,https://datascience4psych.github.io/slides/d17_functions/d17_functions.html
d18_ethics,https://datascience4psych.github.io/slides/d18_ethics/d18_ethics.html
d19_bias,https://datascience4psych.github.io/slides/d19_bias/d19_bias.html
d20_language,https://datascience4psych.github.io/slides/d20_language/d20_language.html
d21_fitting,https://datascience4psych.github.io/slides/d21_fitting/d21_fitting.html
d22_cloud,https://datascience4psych.github.io/slides/d22_cloud/d22_cloud.html
d22_nonlinear,https://datascience4psych.github.io/slides/d22_nonlinear/d22_nonlinear.html
d23_multiple,https://datascience4psych.github.io/slides/d23_multiple/d23_multiple.html
widget_plotlyplot,https://datascience4psych.github.io/slides/d23_multiple/d23_multiple_files/figure-html/widgets/widget_plotly-plot.html
d24_overfitting,https://datascience4psych.github.io/slides/d24_overfitting/d24_overfitting.html
d25_crossvalidation,https://datascience4psych.github.io/slides/d25_crossvalidation/d25_crossvalidation.html
d26_quantify,https://datascience4psych.github.io/slides/d26_quantify/d26_quantify.html
d27_bootstrap,https://datascience4psych.github.io/slides/d27_bootstrap/d27_bootstrap.html
d28_interactive,https://datascience4psych.github.io/slides/d28_interactive/d28_interactive.html
d29_machine,https://datascience4psych.github.io/slides/d29_machinelearning/d29_machine.html
d30_simulations,https://datascience4psych.github.io/slides/d30_simulations/d30_simulations.html
d31_llmintro,https://datascience4psych.github.io/slides/d31_llmintro/d31_llmintro.html
d32_llmapplications,https://datascience4psych.github.io/slides/d32_llmapplications/d32_llmapplications.html
d995_agenda,https://datascience4psych.github.io/slides/d99_agenda/d995_agenda.html
index,https://datascience4psych.github.io/slides/index.html
setup,https://datascience4psych.github.io/slides/setup.html
