unique_id,lake,station_id,sample_number,lat,long,agency_code,method,date,reporting_value,life_stage,final_id,taxon_level,phylum,subphylum,class,subclass,order,suborder,family,subfamily,tribe,genus,species,picked,squares,wind,oncolite,disturbance,substrate_size_d50,substrate,distance_fram_shore,temperature,conductivity,ph,macrophyte
onon_1_2,onon,onon_1,2,43.1147,-76.2444,esf,kick net,6/22/2014,1,,cladotanytarsus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,tanytarsini,cladotanytarsus,,12,30,end,ol,low,0.346410162,sand,43.8,21.88,1660,7.31,1
onon_1_2,onon,onon_1,2,43.1147,-76.2444,esf,kick net,6/22/2014,2,,cryptochironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,cryptochironomus,,12,30,end,ol,low,0.346410162,sand,43.8,21.88,1660,7.31,1
onon_1_2,onon,onon_1,2,43.1147,-76.2444,esf,kick net,6/22/2014,6,,polypedilum,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,polypedilum,,12,30,end,ol,low,0.346410162,sand,43.8,21.88,1660,7.31,1
onon_1_2,onon,onon_1,2,43.1147,-76.2444,esf,kick net,6/22/2014,4,,tanytarsus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,tanytarsini,tanytarsus,,12,30,end,ol,low,0.346410162,sand,43.8,21.88,1660,7.31,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,19,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,31,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,4,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,24,,paratendipes,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,paratendipes,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,15,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,1,,chironomidae,fam,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,,,,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,2,,hydroptila,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,hydroptila,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,12,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_1,onon,onon_2,1,43.111801,-76.230003,esf,kick net,6/22/2014,1,,hyalella,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,hyalellidae,,,hyalella,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,6,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,18,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,1,,pisidium,gen,mollusca,,bivalvia,heterodonta,veneroida,,pisidiidae,,,pisidium,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,16,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,2,,cladotanytarsus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,tanytarsini,cladotanytarsus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,36,,paratendipes,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,paratendipes,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,3,,polypedilum,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,polypedilum,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,3,,corynoneura,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,corynoneura,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,8,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,3,,psectrocladius,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,psectrocladius,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,1,damaged larvae,trichoptera,ord,arthropoda,hexapoda,insecta,pterygota,trichoptera,,,,,,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,3,,hydroptila,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,hydroptila,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,1,,oecetis,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,integripalpia,leptoceridae,leptocerinae,oecetini,oecetis,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,19,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,2,,hyalella,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,hyalellidae,,,hyalella,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_2_2,onon,onon_2,2,43.111801,-76.230003,esf,kick net,6/22/2014,19,,caecidotea,gen,arthropoda,crustacea,malacostraca,eumalacostraca,isopoda,asellota,asellidae,,,caecidotea,,8,30,east,om,low,37.617533,coarsegravel,2.8,18.48,1593,7.1,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,21,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,29,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,1,,valvata,gen,mollusca,,gastropoda,,heterostropha,,valvatidae,,,valvata,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,6,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,4,,dicrotendipes,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,dicrotendipes,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,34,,paratendipes,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,paratendipes,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,1,,tanytarsus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,tanytarsini,tanytarsus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,2,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,1,,ablabesmyia,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,tanypodinae,pentaneurini,ablabesmyia,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,33,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_1,onon,onon_3,1,43.105499,-76.220901,esf,kick net,6/22/2014,1,,hyalella,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,hyalellidae,,,hyalella,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,26,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,4,,amnicola,gen,mollusca,,gastropoda,,neotaenioglossa,,hydrobiidae,,,amnicola,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,planorbidae,fam,mollusca,,gastropoda,,basommatophora,,planorbidae,,,,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,12,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,27,,paratendipes,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,paratendipes,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,24,,polypedilum,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,polypedilum,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,3,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,acentria,gen,arthropoda,hexapoda,insecta,pterygota,lepidoptera,,crambidae,nymphulinae,acentropini,acentria,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,hydroptila,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,hydroptila,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,orthotrichia,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,orthotrichiini,orthotrichia,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,early instar,hydroptilidae,fam,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,,,,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,2,,crangonyx,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,crangonyctidae,,,crangonyx,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,32,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_3_2,onon,onon_3,2,43.105499,-76.220901,esf,kick net,6/22/2014,1,,hyalella,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,hyalellidae,,,hyalella,,4,30,east,om,low,23.55790816,coarsegravel,3.4,19.26,1582,7.28,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,10,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,47,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,5,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,22,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,5,,hydroptila,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,hydroptila,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,1,,oecetis,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,integripalpia,leptoceridae,leptocerinae,oecetini,oecetis,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_1,onon,onon_4,1,43.099998,-76.210502,esf,kick net,6/22/2014,14,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,31,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,18,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,1,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,1,,parachironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,parachironomus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,2,,polypedilum,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,polypedilum,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,2,,pseudochironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,pseudochironomini,pseudochironomus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,18,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,2,,enallagma,gen,arthropoda,hexapoda,insecta,pterygota,odonata,zygoptera,coenagrionidae,,,enallagma,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,2,,agraylea,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,agraylea,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,1,,hydroptila,gen,arthropoda,hexapoda,insecta,pterygota,trichoptera,spicipalpia,hydroptilidae,hydroptilinae,hydroptilini,hydroptila,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,29,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,1,,hyalella,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,hyalellidae,,,hyalella,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_4_2,onon,onon_4,2,43.099998,-76.210502,esf,kick net,6/22/2014,1,,caecidotea,gen,arthropoda,crustacea,malacostraca,eumalacostraca,isopoda,asellota,asellidae,,,caecidotea,,3,20,east,oh,low,112.7435749,cobble,2.6,20.07,1681,7.3,1
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,4,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,2,,physa,gen,mollusca,,gastropoda,,basommatophora,,physidae,,,physa,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,1,,gyraulus,gen,mollusca,,gastropoda,,basommatophora,,planorbidae,,,gyraulus,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,5,,chironomus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,chironominae,chironomini,chironomus,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,4,,cricotopus,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,orthocladiinae,,cricotopus,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,1,,ablabesmyia,gen,arthropoda,hexapoda,insecta,pterygota,diptera,nematocera,chironomidae,tanypodinae,pentaneurini,ablabesmyia,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_1,onon,onon_5,1,43.0946,-76.199996,esf,kick net,6/23/2014,90,,gammarus,gen,arthropoda,crustacea,malacostraca,eumalacostraca,amphipoda,gammaridea,gammaridae,,,gammarus,,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_2,onon,onon_5,2,43.0946,-76.199996,esf,kick net,6/23/2014,10,,dreissena_bugensis,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_bugensis,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
onon_5_2,onon,onon_5,2,43.0946,-76.199996,esf,kick net,6/23/2014,18,,dreissena_polymorpha,spe,mollusca,,bivalvia,heterodonta,veneroida,,dreissenidae,,,dreissena,dreissena_polymorpha,4,30,east,oh,low,40.03186497,coarsegravel,6.7,22.48,1683,7.3,2
