"","unique_id","lake","station_id","sample_number","lat","long","agency_code","method","date","final_id","taxon_level","phylum","subphylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species","wind","oncolite","substrate_size_d50","substrate","temperature","conductivity","ph","macrophyte","count"
"17","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","mallochohelea","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","ceratopogonidae","ceratopogoninae","sphaeromiini","mallochohelea","","end","",0.346410162,"sand",22.2,289,7.31,3,7
"18","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","oxyethira","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","spicipalpia","hydroptilidae","hydroptilinae","hydroptilini","oxyethira","","end","",0.346410162,"sand",22.2,289,7.31,3,2
"19","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","paratanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","paratanytarsus","","end","",0.346410162,"sand",22.2,289,7.31,3,34
"20","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","physa","gen","mollusca","","gastropoda","","basommatophora","","physidae","","","physa","","end","",0.346410162,"sand",22.2,289,7.31,3,1
"21","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","procladius","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","procladiini","procladius","","end","",0.346410162,"sand",22.2,289,7.31,3,1
"22","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","psectrocladius","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","psectrocladius","","end","",0.346410162,"sand",22.2,289,7.31,3,5
"23","caz_1_1","caz","caz_1",1,42.9754753,-75.8810883,"esf","kick net","7/1/2014","thienemanniella","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","thienemanniella","","end","",0.346410162,"sand",22.2,289,7.31,3,4
"24","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","ablabesmyia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","pentaneurini","ablabesmyia","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,6
"25","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","amnicola_grana","spe","mollusca","","gastropoda","","neotaenioglossa","","hydrobiidae","","","amnicola","amnicola_grana","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,2
"26","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","bezzia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","ceratopogonidae","ceratopogoninae","palpomyiini","bezzia","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"27","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","caecidotea","gen","arthropoda","crustacea","malacostraca","eumalacostraca","isopoda","asellota","asellidae","","","caecidotea","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,23
"28","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","caenis","gen","arthropoda","hexapoda","insecta","pterygota","ephemeroptera","furcatergalia","caenidae","caeninae","","caenis","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"29","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","chironomidae","fam","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","","","","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,7
"30","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","corynoneura","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","corynoneura","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,8
"31","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","crangonyx","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","crangonyctidae","","","crangonyx","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,7
"32","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","dicrotendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","dicrotendipes","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"33","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","dreissena_polymorpha","spe","mollusca","","bivalvia","heterodonta","veneroida","","dreissenidae","","","dreissena","dreissena_polymorpha","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,3
"34","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","elimia_acuta","spe","mollusca","","gastropoda","","neotaenioglossa","","pleuroceridae","","","elimia","elimia_acuta","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"35","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","elimia_livescens","spe","mollusca","","gastropoda","","neotaenioglossa","","pleuroceridae","","","elimia","elimia_livescens","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"36","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","ferrissia_fragilis","spe","mollusca","","gastropoda","","basommatophora","","ancylidae","","","ferrissia","ferrissia_fragilis","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,7
"37","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","gammarus","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","gammaridae","","","gammarus","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,37
"38","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","gyraulus_circumstriatus","spe","mollusca","","gastropoda","","basommatophora","","planorbidae","","","gyraulus","gyraulus_circumstriatus","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,2
"39","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","helisoma_anceps","spe","mollusca","","gastropoda","","basommatophora","","planorbidae","","","helisoma","helisoma_anceps","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"40","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","heptageniidae","fam","arthropoda","hexapoda","insecta","pterygota","ephemeroptera","pisciforma","heptageniidae","","","","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,6
"41","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","hyalella","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","hyalellidae","","","hyalella","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,14
"42","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","hydroptila","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","spicipalpia","hydroptilidae","hydroptilinae","hydroptilini","hydroptila","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,4
"43","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","microtendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","microtendipes","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,11
"44","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","mystacides","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","integripalpia","leptoceridae","leptocerinae","mystacidini","mystacides","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"45","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","oecetis","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","integripalpia","leptoceridae","leptocerinae","oecetini","oecetis","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"46","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","orconectes_obscurus","spe","arthropoda","crustacea","malacostraca","eumalacostraca","decapoda","pleocyemata","cambaridae","cambarinae","","orconectes","orconectes_obscurus","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"47","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","oreodytes","gen","arthropoda","hexapoda","insecta","pterygota","coleoptera","adephaga","dytiscidae","hydroporinae","hydroporini","oreodytes","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"48","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","peltodytes","gen","arthropoda","hexapoda","insecta","pterygota","coleoptera","adephaga","haliplidae","","","peltodytes","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"49","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","physa","gen","mollusca","","gastropoda","","basommatophora","","physidae","","","physa","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"50","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","polycentropus","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","annulipalpia","polycentropodidae","polycentropodinae","","polycentropus","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"51","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","pseudochironomus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","pseudochironomini","pseudochironomus","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,2
"52","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","stenonema_femoratum","spe","arthropoda","hexapoda","insecta","pterygota","ephemeroptera","pisciforma","heptageniidae","","","stenonema","stenonema_femoratum","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"53","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","tanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","tanytarsus","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,15
"54","caz_10_1","caz","caz_10",1,42.9315414,-75.8733521,"esf","kick net","6/30/2014","valvata","gen","mollusca","","gastropoda","","heterostropha","","valvatidae","","","valvata","","west","",41.69545371,"coarsegravel",20.11,278,7.85,2,1
"55","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","ablabesmyia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","pentaneurini","ablabesmyia","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,3
"56","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","caenis","gen","arthropoda","hexapoda","insecta","pterygota","ephemeroptera","furcatergalia","caenidae","caeninae","","caenis","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"57","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","chironomidae","fam","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","","","","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,4
"58","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","cladotanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","cladotanytarsus","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,27
"59","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","dicrotendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","dicrotendipes","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,4
"60","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","dreissena_polymorpha","spe","mollusca","","bivalvia","heterodonta","veneroida","","dreissenidae","","","dreissena","dreissena_polymorpha","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,2
"61","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","elimia_livescens","spe","mollusca","","gastropoda","","neotaenioglossa","","pleuroceridae","","","elimia","elimia_livescens","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"62","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","gammarus","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","gammaridae","","","gammarus","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,12
"63","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","hyalella","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","hyalellidae","","","hyalella","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"64","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","hydroptila","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","spicipalpia","hydroptilidae","hydroptilinae","hydroptilini","hydroptila","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,2
"65","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","leptoceridae","fam","arthropoda","hexapoda","insecta","pterygota","trichoptera","integripalpia","leptoceridae","","","","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"66","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","mallochohelea","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","ceratopogonidae","ceratopogoninae","sphaeromiini","mallochohelea","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"67","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","microtendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","microtendipes","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,46
"68","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","mystacides","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","integripalpia","leptoceridae","leptocerinae","mystacidini","mystacides","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,3
"69","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","pisidium","gen","mollusca","","bivalvia","heterodonta","veneroida","","pisidiidae","","","pisidium","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,3
"70","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","procladius","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","procladiini","procladius","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,4
"71","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","sialis","gen","arthropoda","hexapoda","insecta","pterygota","megaloptera","","sialidae","","","sialis","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,1
"72","caz_11_1","caz","caz_11",1,42.9377441,-75.8749619,"esf","kick net","7/1/2014","tanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","tanytarsus","","west","",29.73556632,"coarsegravel",18.97,280,7.54,1,2
"73","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","ablabesmyia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","pentaneurini","ablabesmyia","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,4
"74","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","acentria","gen","arthropoda","hexapoda","insecta","pterygota","lepidoptera","","crambidae","nymphulinae","acentropini","acentria","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,2
"75","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","amnicola_grana","spe","mollusca","","gastropoda","","neotaenioglossa","","hydrobiidae","","","amnicola","amnicola_grana","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"76","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","caecidotea","gen","arthropoda","crustacea","malacostraca","eumalacostraca","isopoda","asellota","asellidae","","","caecidotea","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"77","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","cladotanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","cladotanytarsus","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,5
"78","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","cricotopus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","cricotopus","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,5
"79","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","dicrotendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","dicrotendipes","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"80","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","elimia_virginica","spe","mollusca","","gastropoda","","neotaenioglossa","","pleuroceridae","","","elimia","elimia_virginica","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"81","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","ferrissia","gen","mollusca","","gastropoda","","basommatophora","","ancylidae","","","ferrissia","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"82","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","ferrissia_walkeri","spe","mollusca","","gastropoda","","basommatophora","","ancylidae","","","ferrissia","ferrissia_walkeri","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"83","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","gammarus","gen","arthropoda","crustacea","malacostraca","eumalacostraca","amphipoda","gammaridea","gammaridae","","","gammarus","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,15
"84","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","hydroptila","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","spicipalpia","hydroptilidae","hydroptilinae","hydroptilini","hydroptila","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"85","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","microtendipes","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","microtendipes","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,9
"86","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","mystacides","gen","arthropoda","hexapoda","insecta","pterygota","trichoptera","integripalpia","leptoceridae","leptocerinae","mystacidini","mystacides","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"87","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","orconectes_obscurus","spe","arthropoda","crustacea","malacostraca","eumalacostraca","decapoda","pleocyemata","cambaridae","cambarinae","","orconectes","orconectes_obscurus","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"88","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","pisidium","gen","mollusca","","bivalvia","heterodonta","veneroida","","pisidiidae","","","pisidium","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,3
"89","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","polypedilum","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","chironomini","polypedilum","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,2
"90","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","psectrocladius","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","psectrocladius","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"91","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","sialis","gen","arthropoda","hexapoda","insecta","pterygota","megaloptera","","sialidae","","","sialis","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,2
"92","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","tanytarsus","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","chironominae","tanytarsini","tanytarsus","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,27
"93","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","thienemanniella","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","orthocladiinae","","thienemanniella","","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,3
"94","caz_12_1","caz","caz_12",1,42.9440193,-75.8760834,"esf","kick net","7/1/2014","viviparus_georgianus","spe","mollusca","","gastropoda","prosobranchia","architaenioglossa","","viviparidae","","","viviparus","viviparus_georgianus","west","",33.12847756,"coarsegravel",19.51,278,7.58,1,1
"95","caz_13_1","caz","caz_13",1,42.9502983,-75.8771744,"esf","kick net","7/1/2014","ablabesmyia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","tanypodinae","pentaneurini","ablabesmyia","","west","",36.75834736,"coarsegravel",20.15,284,7.63,1,13
"96","caz_13_1","caz","caz_13",1,42.9502983,-75.8771744,"esf","kick net","7/1/2014","bezzia","gen","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","ceratopogonidae","ceratopogoninae","palpomyiini","bezzia","","west","",36.75834736,"coarsegravel",20.15,284,7.63,1,1
"97","caz_13_1","caz","caz_13",1,42.9502983,-75.8771744,"esf","kick net","7/1/2014","caecidotea","gen","arthropoda","crustacea","malacostraca","eumalacostraca","isopoda","asellota","asellidae","","","caecidotea","","west","",36.75834736,"coarsegravel",20.15,284,7.63,1,2
"98","caz_13_1","caz","caz_13",1,42.9502983,-75.8771744,"esf","kick net","7/1/2014","chironomidae","fam","arthropoda","hexapoda","insecta","pterygota","diptera","nematocera","chironomidae","","","","","west","",36.75834736,"coarsegravel",20.15,284,7.63,1,1
